Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202208302,0;2022-04-14;;COM VÍTIMA;FINALIZADA;IBURA;AV ENGENHO MURIBECA;370,0;RUA ENGENHO TERRA VERMELHA;PROX. AO COLÉGIO GREMIO EDUCATIVO;IBURA;;SUBURBIO;COLISÃO TRASEIRA;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202208309,0;2022-04-14;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV GENERAL SAN MARTIN;458,0;RUA COSTA AZEVEDO;RETÍFICA ALMEIDA;CORDEIRO;;SUBURBIO;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
202208332,0;2022-04-14;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;PRÓX AO HOSPITAL DO CÂNCER DE PERNAMBUCO;SANTO AMARO;202,0;SUBURBIO;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Blocos;;
202208333,0;2022-04-14;;COM VÍTIMA;FINALIZADA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;120,0;;PRÓX. AO POSTO IMPÉRIO. LADO OPOSTO AO BOSCH SERVICE.;PRADO;;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Faixa seccionada;Canteiro central;
202208356,0;2022-04-15;;SEM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;411,0;;EM FRENTEAO RESTAURANTE A MADA LENA;MADALENA;;SUBURBIO;CHOQUE;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202208357,0;2022-04-15;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA FREI LEANDRO;;RUA RAUL AZEDO;AO LADO DO NÚMERO 70;BOA VIAGEM;;SUBURBIO;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Não existe;;
202208398,0;2022-04-15;;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;3538,0;;APÓS O ARMAZEM CORAL - SENTIDO CAVALEIRO;TEJIPIÓ;;CIDADE;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;40 km/h;Dupla;Faixa contínua;;
202208399,0;2022-04-15;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PROFESSOR MARIO CASTRO;389,0;;PROXIMO AO COLEGIO AMERICANO;BOA VIAGEM;;SUBURBIO;COLISÃO TRANSVERSAL;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;;Seca;Perfeito estado;Não existe;;;Dupla;Não existe;;
202208404,0;2022-04-15;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;304,0;RUA ITALIA;PRÓX AO AÇAI DA IMBIRIBEIRA;IMBIRIBEIRA;;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
202208414,0;2022-04-16;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;46,0;;SOBRE A PONTE - PROXIMO UPA - SENTIDO SUB/CID. SUPER CENTER CAXANGÁ.;VÁRZEA;568,0;CIDADE;COLISÃO TRASEIRA;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Dupla;Faixa contínua;Faixa seccionada;
202208418,0;2022-04-16;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;1656,0;RUA JOSE MOREIRA LEAL;E/F AO EDIFICIO ISLAMORADA;BOA VIAGEM;;SUBURBIO;COLISÃO TRANSVERSAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;"Placas ""Pare""";30 km/h;Única;Canteiro central;;
202208428,0;2022-04-16;;COM VÍTIMA;CANCELADA;ENCRUZILHADA;AV BEBERIBE;59,0;;E/F A FARMACIA PAGUE MENOS;ENCRUZILHADA;;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202208433,0;2022-04-16;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA TENENTE JOAO CICERO;486,0;RUA MINISTRO NELSON HUNGRIA;AO LADO DA ACADEMIA CORPO LIVRE;BOA VIAGEM;;CIDADE;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Única;Faixa contínua;;
202208434,0;2022-04-16;;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA GASTAO VIDIGAL;;;ENFRENTE AO MOTEL NINJA;VÁRZEA;;;COLISÃO TRASEIRA;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202208448,0;2022-04-16;;COM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;;E/F AO HOSPITAL PORTUGUES;PAISSANDU;;BOA VIAGEM;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202208455,0;2022-04-17;;SEM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;;;ESQUINA COM RUA 11 DE FEVEREIRO;TORRÕES;;;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Canteiro central;;
202208461,0;2022-04-17;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;273,0;RUA FELIX DE BRITO E MELO;ENFRENTE A A+ MEDICINA E DIAGNOSTICO;BOA VIAGEM;545,0;CIDADE;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de retenção;Não há placas;60 km/h;Única;Faixa contínua;;
202208464,0;2022-04-17;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;75,0;RUA DOS NAVEGANTES;PROX AO HOTEL RECIFE PALACE;BOA VIAGEM;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-4b;;Única;Faixa seccionada;;
202208470,0;2022-04-17;;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV BEBERIBE;2278,0;;E/F AO SUPERMERCADO SOBERANO;ÁGUA FRIA;187,0;SUBURBIO;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
202208472,0;2022-04-17;;COM VÍTIMA;FINALIZADA;TORREÃO;RUA NATIVIDADE SALDANHA;;;EM FRENTE AO PORCÃO CHURRASCARIA;TORREÃO;;SUBURBIO;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;;;
202208484,0;2022-04-17;;COM VÍTIMA;FINALIZADA;FUNDÃO;AV BEBERIBE;2642,0;;PRÓX A ESCOLA PROF PEDRO AUGUSTO. LADO OPOSTO AO NÚMERO INFORMADO.;FUNDÃO;;CIDADE;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Dupla;Faixa;;
202208498,0;2022-04-18;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;AV GENERAL SAN MARTIN;EM FRENTE AO COMPAZ ARIANO SUASSUNA;CORDEIRO;58,0;SUBURBIO;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4a;;Dupla;Canteiro central;;
202208505,0;2022-04-18;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;;AV PROFESSOR MORAES REGO;LADO OPOSTO A LOJA SUPRANOR;IPUTINGA;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
202208510,0;2022-04-18;;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;5034,0;;POSTO IPIRANGA;VÁRZEA;;CIDADE;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-32;60 km/h;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
202208526,0;2022-04-18;;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;;;;AV CAIS SANTA ESTELITA / SEMÁFORO 473 DA PONTE GIRATÓRIA;SANTO ANTÔNIO;473,0;CIDADE;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Dupla;Canteiro central;;
202208538,0;2022-04-18;;SEM VÍTIMA;CANCELADA;BOA VIAGEM;AV DOM JOAO VI;;;AO LADO DO SHOPPING RECIFE, CONDUTOR COM SINTOMAS DE EMBRIAGUEZ.;BOA VIAGEM;;;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202208544,0;2022-04-18;;COM VÍTIMA;FINALIZADA;IPUTINGA;RUA SAO MATEUS;;;NO FINAL DA RUA PROX AO  DETRAN;IPUTINGA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202208550,0;2022-04-18;;COM VÍTIMA;FINALIZADA;CIDADE UNIVERSITÁRIA;AV PROFESSOR LUIZ FREIRE;500,0;;PROX AO IFPE E/F   ASSOCIAÇAO DOS SERVIDORES DA IFPE;CIDADE UNIVERSITÁRIA;;CIDADE;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;Bom;Não existe;;Seca;Perfeito estado;Não existe;Outras;;Dupla;Não existe;;
202208584,0;2022-04-19;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE O TACARUNA, SENTIDO DERBY APOS O VIADULTO. EM FRENTE À ANTIGA FÁBRICA TACARUNA, POSTE Nº H039147;CAMPO GRANDE;;CIDADE;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;;;;Dupla;Canal;;
202208590,0;2022-04-19;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2265,0;RUA DONA BENVINDA DE FARIAS;FAIXA DA ESQUERDA;BOA VIAGEM;139,0;SUBURBIO;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4a;;Dupla;Canteiro central;;
202208615,0;2022-04-19;;COM VÍTIMA;CANCELADA;IPSEP;RUA ALVARO MOREYRA;;;PRÓX. À OFICINA DINAMICAR;IPSEP;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202208632,0;2022-04-19;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;;;PRÓXIMO À PRAÇA SÉRGIO LORETO;SÃO JOSÉ;311,0;CIDADE;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;;Não existe;Não há placas;;Única;Não existe;;
202208703,0;2022-04-20;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV ANTONIO TORRES GALVAO;615,0;RUA ALFREDO MARCONDES;MOTOCICLISTA TOMBOU NA VIA.;IMBIRIBEIRA;442,0;CIDADE;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202208706,0;2022-04-20;;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA TREZE DE MAIO;318,0;RUA PEDRO AFONSO;SESC SANTO AMARO;SANTO AMARO;427,0;SUBURBIO;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;Dupla;Faixa contínua;;
202208721,0;2022-04-20;;SEM VÍTIMA;FINALIZADA;DOIS UNIDOS;RUA MAMEDE COELHO;847,0;;E/F AO BAR DE JOIA;DOIS UNIDOS;;;COLISÃO LATERAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202208725,0;2022-04-20;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;RUA RIBEIRO PESSOA;PRÓX. À UPA;VÁRZEA;281,0;SUBURBIO;COLISÃO COM CICLISTA;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Agente;Não há placas;60 km/h;Dupla;Canteiro central;;
202208734,0;2022-04-20;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DOM JOAO VI;;;LADO OPOSTO A CIA DO FUTEBOL;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;3,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Mal iluminada;Não existe;;60 km/h;Dupla;Outros;;
202208736,0;2022-04-20;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOSE MARIA DE MIRANDA;289,0;;PRÓX AO HOSPITAL BV;BOA VIAGEM;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202208740,0;2022-04-20;;COM VÍTIMA;FINALIZADA;DERBY;RUA JENER DE SOUZA;206,0;;EM FRENTE A COMVEST / MEMORIAL DE MEDICINA DE PERNAMBUCO;DERBY;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
202208747,0;2022-04-20;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;RUA JOSE VELOSO;PROX A CAVALARIA DA PMPE;SAN MARTIN;326,0;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;Dupla;Não existe;;
202208789,0;2022-04-21;;COM VÍTIMA;FINALIZADA;VÁRZEA;RUA GASTAO VIDIGAL;347,0;;AO LADO DO HOTEL COSTA AZUL;VÁRZEA;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
202208800,0;2022-04-21;;SEM VÍTIMA;FINALIZADA;PINA;AV CONSELHEIRO AGUIAR;;AV HERCULANO BANDEIRA;OPOSTO AO TEATRO BARRETO JUNIOR;PINA;138,0;CIDADE;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Cruzamento;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de retenção;Não há placas;60 km/h;Única;Faixa contínua;;
202208817,0;2022-04-21;;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;;APOS A  SUBIDA DA LADEIRA  AO LADO DA POLICLINICA E MATERNIDADE PROFESSOR ARNALDO MAGALHÃES, PROXIMO AO TREVO.;IBURA;;SUBURBIO;COLISÃO FRONTAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;"Placas ""Pare""";;Dupla;Não existe;;
202208843,0;2022-04-22;;SEM VÍTIMA;FINALIZADA;CABANGA;AV ENGENHEIRO JOSE ESTELITA;214,0;;FERNANDO LINS ADVOGADOS;CABANGA;;SUBURBIO;;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;Única;Canteiro central;;
202208847,0;2022-04-22;;COM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;RUA JENER DE SOUZA;EM FRENTE O QUARTEL;DERBY;40,0;CIDADE;COLISÃO COM CICLISTA;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;50 km/h;Dupla;Faixa seccionada;Canteiro central;
202208859,0;2022-04-22;;COM VÍTIMA;FINALIZADA;JIQUIÁ;RUA SAO MIGUEL;1452,0;RUA DRA ITAMAR DE MORAIS E SILVA;EM FRENTE AO POSTO  BANDEIRA BRANCA;JIQUIÁ;;SUBURBIO;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
202208860,0;2022-04-22;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;RUA FREI CASSIMIRO;ENTRADA DA CONTAX  NA ESQUINA /  EM FRENTE DA RUA DA ANTIGA CTTU;SANTO AMARO;;SUBURBIO;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
202208863,0;2022-04-22;;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;5916,0;AV PEDRO ALLAIN;EM FRENTE AO SUPERMERCADO MAIS VOCE SENT. CIDADE;CASA AMARELA;95,0;CIDADE;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;;Canteiro central;
202208874,0;2022-04-22;;COM VÍTIMA;FINALIZADA;TAMARINEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;3868,0;;PROX A FERREIRA COSTA;TAMARINEIRA;;CIDADE;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Faixa seccionada;Canteiro central;
202208901,0;2022-04-22;;COM VÍTIMA;CANCELADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;172,0;;NA RUA DA CONE TEMAKERIA;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202208903,0;2022-04-22;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;PROX AO SUPERMERCADO EXTRA  S/T PINA;BOA VIAGEM;;CIDADE;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Canteiro central;;
202208904,0;2022-04-22;;VÍTIMA FATAL;FINALIZADA;JOANA BEZERRA;RUA JARAGUARI;;;AO LADO DO TERMINAL DA INTEGRAÇÃO JOANA BEZERRA;JOANA BEZERRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202208909,0;2022-04-22;;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA AURORA;;RUA JOAO LIRA;NO CRUZAMENTO;SANTO AMARO;;SUBURBIO;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;;;;
202208916,0;2022-04-22;;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;3131,0;;E/F AO 4 BCOM;TEJIPIÓ;208,0;JABOATAO;COLISÃO TRANSVERSAL;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Incompleta;Seca;Mal conservada;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;;
202208917,0;2022-04-22;;SEM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV GOVERNADOR AGAMENON MAGALHAES;;;E/F A ACADEMIA DA CIDADE;JOANA BEZERRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;
202208923,0;2022-04-22;;COM VÍTIMA;FINALIZADA;CABANGA;AV SUL;;RUA CARLOS COELHO LEAL VALENTE;PROX AO QUARTEL;CABANGA;260,0;SUBURBIO;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Não existe;;
202208928,0;2022-04-23;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA TOME GIBSON;NO CRUZAMENTO;BOA VIAGEM;200,0;;COLISÃO FRONTAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;;;Dupla;Canteiro central;;
202208944,0;2022-04-23;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;253,0;RUA CORONEL ANIZIO RODRIGUES COELHO;PRX AO FAZENDO A FESTA;BOA VIAGEM;697,0;SUBURBIO;COLISÃO TRANSVERSAL;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa contínua;;
202208963,0;2022-04-23;;COM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA NETO DE MENDONCA;165,0;RUA CORONEL URIEL SERGIO GARDIM;EM  FRENTE AO RESIDENCIAL;TAMARINEIRA;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Não existe;;
202208991,0;2022-04-23;;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV MILITAR;;;E/F AO MUSEU DO TRIBUNAL DE JUSTIÇA;BAIRRO DO RECIFE;;SUBURBIO;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202208996,0;2022-04-23;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;PRC DO DERBY;E/F A PRAÇA DO DERBY  S/T BOA VIAGEM;DERBY;417,0;SUBURBIO;COLISÃO FRONTAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
